registrationNumber,airline,model
3832,Southjet,C172
3833,Maxjet Airways,A320
3834,Cargojet Airways,B738
3835,Primaris Airlines,B789
3836,Brit Air,A319
3837,Syrian Arab Airlines,B77L
3838,Aeromar,DH8D
3839,Regionalia Uruguay,A333
3840,Royal Nepal Airlines,B77W
3841,Samurai Airlines,C172
3842,Southwest Airlines,CRJ9
3843,Air Arabia Maroc,DH8D
3844,Allegro,B788
3845,LAN Airlines,A319
3846,Star Peru (2I),B788
3847,Viva Macau,B772
3848,TransHolding,A388
3849,Fika Salaama Airlines,B77W
3850,Air Canada,B788
3851,Moskovia Airlines,C172
3852,AirRussia,E190
3853,TUIfly,B739
3854,Kavminvodyavia,AT76
3855,Enkor JSC,DH8D
3856,STP Airways,B737
3857,Pan Am World Airways Dominicana,AT75
3858,Novair,A332
3859,Arctic Circle Air Service,A320
3860,Bulgaria Air,B738
3861,Consorcio Aviaxsa,B744
3862,Dalavia,DH8D
3863,Aerocontinente (Priv),AT75
3864,Spicejet,B77L
3865,National Air Cargo,DH8D
3866,Capital Cargo International Airlines,A333
3867,Jetairfly,B789
3868,GB Airways,A388
3869,WestAir Airlines,A332
3870,Red Jet Canada,C172
3871,Pacific Express,AT75
3872,Faroejet,E170
3873,Trans States Airlines,A320
3874,Falcon Air (IH),E170
3875,Dinar,A332
3876,MyTravel Airways,B763
3877,Air Bourbon,E190
3878,Balkan Bulgarian Airlines,E170
3879,Air Comet Chile,B772
3880,Air France,A388
3881,Alaska Airlines,B737
3882,Sunwing Airlines,A332
3883,PMTair,B738
3884,Severstal Air Company,A333
3885,Air Tanzania,B744
3886,Trans Mediterranean Airlines,B738
3887,Solomon Airlines,B737
3888,Jat Airways,B739
3889,Asia Overnight Express,B77L
3890,Lao Airlines,A388
3891,Air Class Lineas Aereas,A320
3892,Royal Airways,AT76
3893,Lao Airlines,B788
3894,Tramm Airlines,AT75
3895,Augsburg Airways,A319
3896,Rainbow Air US,B77L
3897,Titan Airways,C172
3898,Aero VIP (2D),A333
3899,Juneyao Airlines,E190
3900,Skyjet Airlines,B744
3901,Air Srpska,B788
3902,Aeromar,B788
3903,Air Nippon,B789
3904,Airbus Industrie,B77W
3905,Shandong Airlines,B752
3906,Albarka Air,B77W
3907,Aereonautica militare,B737
3908,Polynesian Blue,B738
3909,Paramount Airways,A388
3910,Iran Air,B744
3911,Hapagfly,E170
3912,Turkish Airlines,B789
3913,Naka Nihon Airlines Service,A333
3914,EasyJet (DS),A320
3915,Nok Air,B738
3916,Jeju Air,A321
3917,Global Freightways,A320
3918,Air Bagan,CRJ9
3919,Malta Air Charter,B77L
3920,Caribbean Star Airlines,B788
3921,Cape Air,E170
3922,Australian Airlines,B77L
3923,Star Equatorial Airlines,AT75
3924,Airshop,CRJ9
3925,Pacific Blue,A333
3926,Kiwi International Air Lines,B744
3927,Salmon Air,B788
3928,All America AR,B752
3929,Dennis Sky,A320
3930,bmi,A319
3931,Aer Arann,A320
3932,US Airways,B744
3933,Snowbird Airlines,B752
3934,SmartLynx Airlines,B744
3935,Thomas Cook Airlines,B77W
3936,Helvetic Airways,B77W
3937,WestJet Encore,E190
3938,Locair,B744
3939,Air Class Lineas Aereas,A321
3940,Asiana Airlines,B738
3941,Reem Air,B772
3942,Shovkoviy Shlyah,B789
3943,Hewa Bora Airways,A333
3944,Dragonair,B77L
3945,Star Peru (2I),A321
3946,Air Mozambique,B752
3947,Astar Air Cargo,B789
3948,Barents AirLink,A332
3949,Faso Airways,B788
3950,Euro Harmony,E170
3951,European Air Transport,A320
3952,SkyWest,B772
3953,Austral Lineas Aereas,E170
3954,Peach Aviation,E170
3955,Regional Airlines,B752
3956,Overland Airways,AT76
3957,Mastertop Linhas Aereas,B77L
3958,Transwest Air,A388
3959,Joy Air,B763
3960,Singapore Airlines Cargo,B752
3961,Skywest Australia,DH8D
3962,Aguilar Connect,B789
3963,Daallo Airlines,DH8D
3964,Royal Airways,E190
3965,Skyline nepc,A388
3966,Kabo Air,A319
3967,Tobruk Air,AT76
3968,Sky Express,A388
3969,Snowbird Airlines,B77W
3970,Aeroflot Russian Airlines,B789
3971,Parmiss Airlines (IPV),C172
3972,Great Lakes Airlines,E190
3973,Trans Pas Air,DH8D
3974,Regionalia Uruguay,A319
3975,Rio Sul Servi,B77L
3976,Air Italy,B788
3977,Severstal Air Company,B77L
3978,Royal Tongan Airlines,A320
3979,Benin Golf Air,AT76
3980,US Helicopter Corporation,AT75
3981,Thai AirAsia,E190
3982,LAI - Linea Aerea IAACA,B744
3983,Skynet Asia Airways,B77W
3984,Bluebird Cargo,B789
3985,Norte Lineas Aereas,AT75
3986,Island Airlines,B744
3987,Boston-Maine Airways,B772
3988,US Africa Airways,A332
3989,Malindo Air,B737
3990,Amerijet International,B772
3991,ABX Air,B739
3992,Far Eastern Air Transport,E170
3993,Republic Express Airlines,A321
3994,Qantas,B737
3995,Air Georgia,DH8D
3996,Copenhagen Express,B763
3997,German International Air Lines,B77W
3998,Kam Air,B77W
3999,TransHolding System,A319
4000,Consorcio Aviaxsa,B752
4001,Southjet connect,B739
4002,easyJet,C172
4003,Radixx Solutions International,A333
4004,Wilderness Air,B737
4005,SkyEurope,A333
4006,Volare Airlines,AT76
4007,Business Aviation,B744
4008,Eurolot,DH8D
4009,Hellenic Airways,B744
4010,WestJet Encore,A320
4011,Centavia,B788
4012,Trans Pas Air,A320
4013,Real Tonga,B752
4014,Cayman Airways,A332
4015,Austral Lineas Aereas,B738
4016,Zimbabwean Airlines,B763
4017,OAG,AT75
4018,Air Mobility Command,B789
4019,Palau Trans Pacific Airline,B738
4020,USA Jet Airlines,B788
4021,East African Safari Air,E170
4022,America West Airlines,B739
4023,Sky Regional,A332
4024,Eastern Atlantic Virtual Airlines,DH8D
4025,REDjet,B763
4026,Kalitta Air,B789
4027,JetBlue Airways,AT76
4028,Israir,CRJ9
4029,Eurolot,C172
4030,Swe Fly,B738
4031,FlyHigh Airlines Ireland (FH),B788
4032,Air Sinai,DH8D
4033,Domenican Airlines,AT76
4034,Chalk's Ocean Airways,C172
4035,Dense Airways,B77L
4036,Polar Airlines,B789
4037,Ocean Airlines,B763
4038,City Airline,A320
4039,Skyways Express,B788
4040,Japan Regio,B788
4041,BA Connect,B772
4042,Zambia Skyways,A320
4043,Asia Wings,A332
4044,Empresa Ecuatoriana De Aviacion,CRJ9
4045,Air Zimbabwe,A332
4046,African Transport Trading and Investment Company,B763
4047,Blue Sky America,A388
4048,Kingfisher Airlines,A388
4049,Atlantic Air Cargo,B788
4050,Mesaba Airlines,A321
4051,Pan Am World Airways Dominicana,B788
4052,Formosa Airlines,E170
4053,Atlantic Air Cargo,B772
4054,Sichuan Airlines,B77W
4055,Hi Fly,E170
4056,China Cargo Airlines,A319
4057,Transportes Aéreos Nacionales de Selva,B763
4058,Hawaiian Pacific Airlines,E170
4059,Harbour Air (Priv),B752
4060,Royal Jordanian,B763
4061,Wilderness Air,E190
4062,Jettor Airlines,B772
4063,Air Kazakhstan,C172
4064,Fly Colombia ( Interliging Flights ),B789
4065,Caspian Airlines,B737
4066,T.A.T,A333
4067,Tassili Airlines,CRJ9
4068,KLM Cityhopper,A332
4069,Lufttaxi Fluggesellschaft,B77L
4070,Arcus-Air Logistic,B744
4071,Fly One,A321
4072,AVCOM,AT75
4073,Liberty Airways,A333
4074,Air Turks and Caicos,A321
4075,Air China,AT76
4076,Air VIA,AT76
4077,Aerosvit Airlines,B789
4078,TAN,B789
4079,Eastwind Airlines,B737
4080,Mauritania Airlines International,A321
4081,South West Africa Territory Force,B789
4082,Air Tahiti Nui,B752
4083,Mesaba Airlines,AT75
4084,Spirit of Manila Airlines,E190
4085,Lineas Aereas Azteca,B744
4086,Afrinat International Airlines,A319
4087,Croatia Airlines,A333
4088,UTair-Express,B772
4089,Georgian Airways,AT75
4090,Benin Golf Air,A321
4091,Turkmenistan Airlines,B738
4092,Pantanal Linhas Aéreas,B788
4093,Air Central,B744
4094,Sichuan Airlines,A332
4095,Rio Grande Air,B752
4096,Air Busan,B772
4097,Adria Airways,A320
4098,Gestair,B737
4099,Thai Star Airlines,C172
4100,Golden Air,A321
4101,Shanghai Airlines,E190
4102,Yeti Airways,DH8D
4103,REDjet,B737
4104,Red Jet Mexico,A388
4105,Malmö Aviation,C172
4106,SOCHI AIR EXPRESS,A388
4107,Air Marshall Islands,B77L
4108,Avilu,B737
4109,BRA-Transportes Aereos,B772
4110,Thai Lion Air,B752
4111,Air Glaciers,B772
4112,Novair,AT76
4113,US Airways,B763
4114,Denim Air ,B752
4115,Carpatair,A332
4116,African Transport Trading and Investment Company,A333
4117,Royal Air Maroc,A321
4118,World Experience Airline,B763
4119,West Coast Air,B789
4120,Miami Air International,A319
4121,Afrinat International Airlines,A321
4122,Skynet Asia Airways,DH8D
4123,Viasa,AT76
4124,Blue Air,B738
4125,Singapore Airlines Cargo,B739
4126,Nordica,AT76
4127,Korean Air,B789
4128,German International Air Lines,C172
4129,European Air Express,A332
4130,Maersk,A320
4131,Arcus-Air Logistic,CRJ9
4132,Omni Air International,B788
4133,EVA Air,E170
4134,Air Madrid,B737
4135,Axis Airways,B77L
4136,Airborne Express,B763
4137,Aerosvit Airlines,AT76
4138,Copa Airlines,B739
4139,WebJet Linhas A,A333
4140,Kyrgyzstan,A319
4141,Georgian National Airlines,B789
4142,Royal Air Force of Oman,B744
4143,Jettor Airlines,B77L
4144,City Connexion Airlines,DH8D
4145,bmi,CRJ9
4146,Ada Air,B739
4147,Lufthansa CityLine,B788
4148,Air Madrid,B752
4149,Hi Fly (5K),CRJ9
4150,WestAir,CRJ9
4151,Régional,A333
4152,Nik Airways,B763
4153,Asian Express Airlines,DH8D
4154,Sky Express,B737
4155,BAL Bashkirian Airlines,B77L
4156,Belair Airlines,B772
4157,Guinee Airlines,B77L
4158,Galaxy Air,B77W
4159,El Al Israel Airlines,A321
4160,Valuair,B77L
4161,EuropeSky,B744
4162,Bobb Air Freight,A332
4163,Tatarstan Airlines,C172
4164,STP Airways,B763
4165,Avialeasing Aviation Company,CRJ9
4166,Grant Aviation,B744
4167,All America CO,B788
4168,Air India Limited,A332
4169,REXAIR VIRTUEL,A332
4170,Nas Air,CRJ9
4171,All Asia,B744
4172,Aero Airlines,A332
4173,dba,B772
4174,LAI - Linea Aerea IAACA,A332
4175,Red Jet America,CRJ9
4176,Air Mauritanie,B737
4177,Vietnam Airlines,AT75
4178,SwedJet Airways,A320
4179,Royal Jordanian,B738
4180,Indonesia AirAsia,B789
4181,Gadair European Airlines,B744
4182,OneJet,B77W
4183,SENIC AIRLINES,B77L
4184,Albarka Air,B739
4185,Juneyao Airlines,C172
4186,Fly France,AT76
4187,Aeropelican Air Services,E170
4188,Djibouti Airlines,C172
4189,Kogalymavia Air Company,DH8D
4190,Shenzhen Airlines,B744
4191,Avialeasing Aviation Company,C172
4192,World Experience Airline,A388
4193,Japan Airlines,B77L
4194,Air Tanzania,B752
4195,Alidaunia,B772
4196,Independence Air,AT76
4197,Shanxi Airlines,A333
4198,Air Austral,C172
4199,AeroWorld ,C172
4200,Air Tanzania,A333
4201,TACV,A332
4202,Olympic Airlines,CRJ9
4203,MAT Airways,DH8D
4204,Virgin Pacific,E190
4205,Kostromskie avialinii,DH8D
4206,USA3000 Airlines,B744
4207,TRIP Linhas A,A388
4208,Danube Wings (V5),B77W
4209,Afrinat International Airlines,A332
4210,Viva Macau,B772
4211,AirAsia X,B763
4212,Air Gabon,E190
4213,Fika Salaama Airlines,B744
4214,Arkefly,A321
4215,SOCHI AIR CHATER,A319
4216,Air Cape,A320
4217,Compagnie Africaine d\\'Aviation,B744
4218,Air Berlin,AT76
4219,Binter Canarias,B789
4220,Cielos Airlines,A319
4221,AirOne Polska,AT76
4222,Aero-Tropics Air Services,AT75
4223,Big Sky Airlines,B77L
4224,Hong Kong Express Airways,B752
4225,Mongolian International Air Lines ,A332
4226,Aero Condor Peru,CRJ9
4227,U.S. Air,C172
4228,Rainbow Air Canada,A321
4229,VIA Rail Canada,DH8D
4230,TAME,AT76
4231,Air Comet Chile,B737
4232,Turkish Airlines,B739
4233,Mandala Airlines,B77W
4234,Druk Air,B752
4235,Air Mekong,A332
4236,Air S,B772
4237,Aerocontinente (Priv),B752
4238,Usa Sky Cargo,B789
4239,Indigo,AT75
4240,Kuban Airlines,B77L
4241,Aero-Charter Ukraine,C172
4242,Caribbean Airlines,B772
4243,Canadian Airlines,B752
4244,Condor Flugdienst,A320
4245,Caribbean Star Airlines,A332
4246,Eastern Airways,CRJ9
4247,Aviaexpresscruise,B752
4248,WebJet Linhas A,AT76
4249,Kyrgyz Airlines,AT75
4250,Rio Grande Air,C172
4251,All America BR,B738
4252,Austral Brasil,AT75
4253,Virgin Atlantic Airways,B772
4254,Kuban Airlines,A333
4255,CB Airways UK ( Interliging Flights ),A320
4256,AlMasria Universal Airlines,B752
4257,Palau Trans Pacific Airline,B752
4258,Myanma Airways,B739
4259,Allegiant Air,A333
4260,Tatarstan Airlines,B744
4261,Oasis Hong Kong Airlines,C172
4262,Euromanx Airways,B788
4263,Gorkha Airlines,A320
4264,Aus-Air,B737
4265,Jatayu Airlines,E190
4266,TAN,A321
4267,Mauritania Airlines International,B77W
4268,Afriqiyah Airways,B737
4269,ABSA - Aerolinhas Brasileiras,B77W
4270,Amadeus Global Travel Distribution,AT75
4271,All Spain,A319
4272,Harbour Air (Priv),A333
4273,Izair,B772
4274,Astral Aviation,B737
4275,Palair Macedonia (3D),B77W
4276,Virgin Atlantic Airways,B752
4277,Harbor Airlines,B738
4278,Jettor Airlines,B77W
4279,Fly 6ix,B752
4280,Skyline nepc,A321
4281,Yangon Airways Ltd.,B739
4282,Air Ops,B738
4283,XL Airways France,A321
4284,Islands Nationair,A319
4285,Carpatair,B788
4286,Alpi Eagles,DH8D
4287,Air Atlantique,A333
4288,Jusur airways,E170
4289,Air Dolomiti,B739
4290,Ukraine International Airlines,B763
4291,Virgin Blue,A321
4292,Rico Linhas A,B763
4293,Caribbean Star Airlines,B763
4294,Ozark Air Lines,A333
4295,Zabaykalskii Airlines,B788
4296,TAM Mercosur,B763
4297,Star Air,B752
4298,Cirrus Airlines,A320
4299,Nouvel Air Tunisie,A320
4300,Air Guinee Express,DH8D
4301,Aerolitoral,B737
4302,I-Fly,A321
4303,Hankook Airline,A388
4304,All Africa,DH8D
4305,Izair,B789
4306,Linea Aerea SAPSA,B77L
4307,Lufttransport,A321
4308,Sky Work Airlines,A332
4309,International Flying Service,B772
4310,Air UK,C172
4311,Air Caledonie International,CRJ9
4312,SkyEurope,A333
4313,SOCHI AIR EXPRESS,B772
4314,Shuttle America,CRJ9
4315,Jetclub,A319
4316,Perm Airlines,B763
4317,President Airlines,A320
4318,Four Star Aviation / Four Star Cargo,AT75
4319,Israir,A320
4320,Independence Air,CRJ9
4321,City Airline,B763
4322,Viking Hellas,B763
4323,Lineas Aereas Azteca,E170
4324,Air Comores International,AT76
4325,OneChina,B763
4326,Armenian International Airways,A332
4327,Westward Airways,B763
4328,Bankair,B772
4329,American Eagle Airlines,AT75
4330,Astraeus,C172
4331,Sosoliso Airlines,A320
4332,Shaheen Air International,A319
4333,Air Guinee Express,C172
4334,Amaszonas,A332
4335,Aero Flight,A333
4336,Air Guinee Express,B789
4337,Gulf Air Bahrain,B788
4338,Intercontinental de Aviaci,E190
4339,Air Berlin,B737
4340,Aero Lanka,B772
4341,Dummy,B737
4342,ELK Airways,DH8D
4343,Aéris (Priv),B789
4344,Singapore Airlines Cargo,B77L
4345,International AirLink,E170
4346,Komiinteravia,DH8D
4347,United Airlines,B788
4348,Midway Airlines,B763
4349,Champion Air,B744
4350,Europe Jet,A319
4351,Excel Airways,CRJ9
4352,North Flying,B739
4353,Northwestern Air,B772
4354,S7 Airlines,AT75
4355,Air Saint Pierre,B788
4356,Air Algerie,AT76
4357,Air Midwest,B752
4358,Siem Reap Airways,A321
4359,Air Salone,AT75
4360,Sky Trek International Airlines,A320
4361,Austral Brasil,B738
4362,Regional Express,B737
4363,Executive Airlines,B738
4364,Air Hamburg (AHO),B763
4365,Euroline,B763
4366,Silk Way Airlines,B763
4367,Baltic Air lines,A321
4368,Greenfly,AT76
4369,Galaxy Air,A320
4370,Click (Mexicana),B737
4371,Turkmenistan Airlines,E170
4372,Air Santo Domingo,B77W
4373,Air Bangladesh,A333
4374,Private Wings Flugcharter,B737
4375,Mars RK,A321
4376,TRIP Linhas A,B738
4377,Norte Lineas Aereas,B763
4378,Grant Aviation,B739
4379,Jetstar Pacific,A388
4380,Islena De Inversiones,E190
4381,Centralwings,CRJ9
4382,MexicanaLink,A388
4383,Kunpeng Airlines,B739
4384,Aero VIP (2D),B788
4385,Colgan Air,A319
4386,Go One Airways,A321
4387,Hellenic Airways,AT76
4388,Lufttransport,B788
4389,Skywest Australia,B739
4390,VLM Airlines,A321
4391,Eastland Air,AT76
4392,Dalavia,B789
4393,Delta Air Lines,A319
4394,XL Airways France,B789
4395,Rainbow Air (RAI),A388
4396,buzz,A319
4397,Ciel Canadien,B737
4398,Lufthansa,B77W
4399,SITA,B752
4400,Slovak Airlines,B763
4401,CityJet,B752
4402,Southjet connect,B788
4403,CheapFlyingInternational,C172
4404,Thai Airways International,B789
4405,Palestinian Airlines,B789
4406,Nauru Air Corporation,E190
4407,Pacific Southwest Airlines,B739
4408,Tropic Air,B772
4409,Pearl Airways,B739
4410,Virgin America,A320
4411,Denim Air ,A319
4412,Sat Airlines,B772
4413,International AirLink,AT76
4414,Royal Southern Airlines.,AT75
4415,Pan American Airways,B737
4416,Euro Harmony,C172
4417,Dirgantara Air Service,B737
4418,Hello,A320
4419,Virgin Blue,A320
4420,Eritrean Airlines,A388
4421,Mandala Airlines,B77W
4422,ITA Software,B744
4423,Georgian Airways,B763
4424,Edelweiss Air,B738
4425,Air Austral,B772
4426,Primaris Airlines,C172
4427,Itek Air,E190
4428,Iran Aseman Airlines,AT75
4429,Tyrolean Airways,A319
4430,Djibouti Airlines,B763
4431,Maersk,A388
4432,ATRAN Cargo Airlines,B788
4433,Black Stallion Airways,B77L
4434,World Scale Airlines,B744
4435,Fly 6ix,AT75
4436,Eastwind Airlines,DH8D
4437,Rio Sul Servi,C172
4438,Atlant-Soyuz Airlines,DH8D
4439,Xpressair,AT75
4440,Sierra National Airlines,E190
4441,Lina Congo,AT75
4442,Indya Airline Group,A319
4443,IndiGo Airlines,C172
4444,AirOne Continental,B739
4445,Onur Air,B744
4446,Air Charter International,B772
4447,ALAK,DH8D
4448,Jett8 Airlines Cargo,E170
4449,Air Carnival,AT75
4450,Jet Airways,A332
4451,Baker Aviation,DH8D
4452,OneJet,B789
4453,Azerbaijan Airlines,B789
4454,Meridiana,B77W
4455,First Air,A332
4456,Air Guyane,A320
4457,Spanair,A319
4458,Air Alpha Greenland,B772
4459,East African,CRJ9
4460,City Connexion Airlines,C172
4461,Avies,B788
4462,CHC Airways,B77L
4463,LSM Airlines,A388
4464,Yangtze River Express,B763
4465,Nas Air,DH8D
4466,Regional Air Iceland,E190
4467,AirOne Continental,A319
4468,Kenmore Air,AT76
4469,Genesis,B77W
4470,Sabre,B739
4471,Vuola Italia,B763
4472,Golden Air,DH8D
4473,Reno Sky,B788
4474,Armenian International Airways,B772
4475,Bulgaria Air,B737
4476,Aeromexpress,A321
4477,Viasa,B788
4478,Ariana Afghan Airlines,B77W
4479,Jetclub,A319
4480,IzAvia,B763
4481,Aeroper,CRJ9
4482,Emirates,C172
4483,Chitaavia,B789
4484,TAP Portugal,A388
4485,Polar Airlines,AT76
4486,Minerva Airlines,B737
4487,Salzburg arrows,CRJ9
4488,TAP Portugal,DH8D
4489,CityJet,E190
4490,National Jet Systems,DH8D
4491,Royal Airways,B737
4492,Baker Aviation,DH8D
4493,PAN Air,B77L
4494,Tandem Aero,AT76
4495,Turkish Airlines,A388
4496,EasyJet (DS),E170
4497,Nantucket Airlines,E170
4498,TransAsia Airways,B752
4499,SITA,A320
4500,Catovair,A332
4501,Czech Airlines,B738
4502,SATENA,C172
4503,Amber Air,AT75
4504,Air Service Gabon,CRJ9
4505,Asia Wings,A332
4506,Monarch Airlines,B739
4507,Kenya Airways,B772
4508,Domodedovo Airlines,A333
4509,Compania Mexicargo,B763
4510,Chari Aviation Services,CRJ9
4511,Qantas,B737
4512,Air Tahiti Nui,A321
4513,Swe Fly,DH8D
4514,Trans World Airlines,B744
4515,Georgian Airways,DH8D
4516,Amerijet International,AT76
4517,Red Jet Canada,B788
4518,Jet Airways,AT76
4519,Imair Airlines,DH8D
4520,Bravo Air Congo,A388
4521,Windward Islands Airways,B77W
4522,Vuola Italia,B77W
4523,Origin Pacific Airways,B737
4524,Condor Flugdienst,B744
4525,Dirgantara Air Service,B752
4526,OAG,B789
4527,Big Sky Airlines,A321
4528,American Airlines,A320
4529,MHS Aviation GmbH,A388
4530,Falcon Air (IH),E190
4531,Portugalia,B788
4532,Corsairfly,B752
4533,Global Freightways,DH8D
4534,Austral Lineas Aereas,A388
4535,Vision Airlines (V2),B738
4536,Ukrainian Cargo Airways,AT76
4537,Camai Air,A332
4538,Komiinteravia,AT75
4539,Great Wall Airlines,A333
4540,Imair Airlines,B752
4541,Swiss International Air Lines,B772
4542,1Time Airline,A321
4543,Cebu Pacific,B788
4544,Air Urga,B737
4545,Air Ukraine,A333
4546,PEGASUS AIRLINES-,C172
4547,Mango,B763
4548,N1,B738
4549,Slovak Airlines,B737
4550,TrasBrasil,B788
4551,Lloyd Aereo Boliviano,A388
4552,Thomas Cook Airlines,B752
4553,Wizz Air Hungary,A388
4554,Pegasus Hava Tasimaciligi,B744
4555,Vladivostok Air,E190
4556,China SSS,A333
4557,Guyana Airways 2000,CRJ9
4558,Blue Wings,B77L
4559,Armenian International Airways,A333
4560,1Time Airline,A332
4561,Avolar Aerolineas,B788
4562,Kiwi International Air Lines,B772
4563,Comair,A321
