fid,arrivalTime,departureTime,destination,departure,registrationNumber
R91096,2020-05-05 11:20:07,2020-05-04 18:20:07,Pueblo Memorial Airport,Barcelos Airport,8583
TU1097,2021-01-29 17:43:11,2021-01-28 17:43:11,Hoedspruit Air Force Base Airport,Frederick Regional Airport,11052
8V1098,2022-10-29 08:20:02,2022-10-29 06:20:02,Cadete FAP Guillermo Del Castillo Paredes Airport,Martubah Airport,15121
AI1099,2023-09-21 08:40:05,2023-09-21 02:40:05,Chistochina Airport,Granite Mountain Air Station,24279
SO1100,2022-05-06 04:26:42,2022-05-05 10:26:42,Miquelon Airport,Aomori Airport,27542
E81101,2021-03-27 21:13:27,2021-03-27 09:13:27,El Tuqui Airport,Buttonville Municipal Airport,21515
NU1102,2020-02-14 16:05:36,2020-02-14 02:05:36,Angoon Seaplane Base,Sibiu International Airport,17162
DX1103,2022-06-08 00:21:10,2022-06-07 21:21:10,Daegu Airport,Quelimane Airport,12779
R71104,2022-07-17 20:49:06,2022-07-17 06:49:06,Benbecula Airport,Mount Gunson Airport,7295
2D1105,2020-11-30 12:40:59,2020-11-30 10:40:59,Maramag Airport,Birjand Airport,16726
E81106,2021-05-02 20:50:23,2021-05-02 15:50:23,Abu Simbel Airport,Guangyuan Airport,23267
6I1107,2020-08-13 01:29:52,2020-08-12 01:29:52,Wapekeka Airport,Frank Pais International Airport,4875
N81108,2020-08-01 13:34:35,2020-08-01 10:34:35,Bateen Airport,Nueva Hesperides International Airport,12680
S71109,2022-02-16 06:52:12,2022-02-15 13:52:12,Viqueque Airport,Thornhill Air Base,384
7B1110,2020-09-03 18:59:57,2020-09-03 00:59:57,Robertson Airport,Mosjøen Airport (Kjærstad),2602
W41111,2020-10-19 19:15:15,2020-10-19 18:15:15,Anguganak Airport,Ofu Village Airport,112
JF1112,2023-07-04 14:39:41,2023-07-04 10:39:41,Griswold Airport,Lubango Airport,20670
TW1113,2021-10-04 03:28:16,2021-10-03 23:28:16,London Gatwick Airport,King Cove Airport,26798
V61114,2023-05-13 08:52:50,2023-05-12 11:52:50,Stony Rapids Airport,Abau Airport,17114
YO1115,2021-06-24 23:51:25,2021-06-24 16:51:25,Beaumont Municipal Airport,Bearskin Lake Airport,25187
BS1116,2021-01-27 11:33:22,2021-01-27 06:33:22,Emporia Municipal Airport,Collarenebri Airport,5026
2T1117,2020-09-04 04:57:35,2020-09-03 09:57:35,Dong Tac Airport,Bonito Airport,24192
SO1118,2021-01-15 12:49:57,2021-01-15 06:49:57,Chifeng Airport,Choibalsan Airport,10033
9P1119,2022-08-01 16:54:27,2022-08-01 02:54:27,Baibara Airport,Batajnica Air Base,3
IT1120,2023-01-08 02:54:07,2023-01-07 20:54:07,Nuiqsut Airport,Bulgan Airport,19639
HT1121,2022-05-11 02:06:57,2022-05-11 00:06:57,Ipota Airport,Houma Terrebonne Airport,11902
IN1122,2020-02-20 16:29:54,2020-02-20 06:29:54,Fairchild Air Force Base,Sodankyla Airport,110
PT1123,2023-09-22 16:52:30,2023-09-22 01:52:30,Nador International Airport,Golmud Airport,3186
RL1124,2020-12-02 16:43:40,2020-12-02 07:43:40,Villa Garzón Airport,Kalaeloa Airport,8172
QB1125,2022-02-01 22:11:11,2022-02-01 05:11:11,Gordon Downs Airport,Rock Hill - York County Airport,18122
GX1126,2021-05-03 00:17:43,2021-05-02 01:17:43,Decatur Airport,Clearwater Air Park,20034
HO1127,2021-05-18 16:58:58,2021-05-18 14:58:58,Willoughby Lost Nation Municipal Airport,Elazığ Airport,18908
ZE1128,2021-08-12 08:22:41,2021-08-11 21:22:41,Basongo Airport,Aeroclube Airport,23320
V81129,2020-11-25 14:09:22,2020-11-24 14:09:22,Millicent Airport,Burg Feuerstein Airport,4985
HK1130,2022-05-01 00:08:15,2022-04-30 00:08:15,Governador José Richa Airport,Samuels Field,24427
QV1131,2022-12-21 04:52:16,2022-12-20 09:52:16,Shuswap Regional Airport,Jose Maria Velasco Ibarra Airport,18792
5M1132,2021-05-15 06:30:08,2021-05-15 03:30:08,Memorial Field,Merritt Airport,12123
V51133,2021-08-19 07:33:29,2021-08-18 12:33:29,Midland International Airport,Peawanuck Airport,19417
XY1134,2022-03-02 09:19:56,2022-03-01 20:19:56,Fortescue - Dave Forrest Aerodrome,Tofino Harbour Seaplane Base,19728
9P1135,2022-01-19 20:24:54,2022-01-19 18:24:54,Jomo Kenyatta International Airport,Zaranj Airport,23262
R01136,2020-07-26 11:08:38,2020-07-25 12:08:38,Mampikony Airport,Nanyang Jiangying Airport,15904
FX1137,2022-02-24 16:02:10,2022-02-24 09:02:10,Lake Baringo Airport,Westsound/Wsx Seaplane Base,20112
WR1138,2022-09-29 05:10:19,2022-09-28 21:10:19,Orlando Bezerra de Menezes Airport,Piešťany Airport,18750
LW1139,2023-10-01 08:40:02,2023-09-30 13:40:02,Maloelap Island Airport,La Plata Airport,22897
ON1140,2020-12-26 01:28:24,2020-12-25 12:28:24,Dalanzadgad Airport,Xiangyang Liuji Airport,275
PX1141,2022-11-17 10:19:13,2022-11-17 10:19:13,Wapekeka Airport,Salt Lake City International Airport,20801
VL1142,2022-09-02 13:32:39,2022-09-01 19:32:39,Christmas Island Airport,Sibulan Airport,1353
V81143,2020-12-03 05:54:47,2020-12-02 21:54:47,Jwaneng Airport,Tasiujaq Airport,22946
6U1144,2020-03-02 07:05:56,2020-03-01 11:05:56,Boké Baralande Airport,Ricardo García Posada Airport,19556
J41145,2022-03-28 12:32:35,2022-03-28 04:32:35,Gwadar International Airport,Neuchatel Airport,27849
EH1146,2022-09-16 04:39:45,2022-09-15 11:39:45,Carlos Manuel de Cespedes Airport,Kerry Airport,2921
WH1147,2022-12-24 03:56:14,2022-12-23 12:56:14,Lake Evella Airport,El Palomar Airport,21689
LI1148,2021-04-18 13:30:00,2021-04-18 02:30:00,Jizan Regional Airport,Smyrna Airport,1031
АЯ1149,2021-05-30 23:19:57,2021-05-30 06:19:57,Trollhättan-Vänersborg Airport,Ormara Airport,4196
CX1150,2020-11-27 23:35:26,2020-11-27 04:35:26,Tshipise Airport,Sloulin Field International Airport,14683
IJ1151,2022-08-10 10:07:54,2022-08-09 13:07:54,Hotan Airport,Bar River Airport,17028
LJ1152,2021-12-30 03:46:15,2021-12-29 08:46:15,Padre Aldamiz International Airport,Taharoa Aerodrome,12330
3V1153,2021-07-13 22:08:21,2021-07-13 14:08:21,Gayndah Airport,Biniguni Airport,25153
WG1154,2020-01-09 08:12:29,2020-01-09 07:12:29,Mingan Airport,Ononge Airport,12654
FA1155,2021-11-09 07:44:06,2021-11-08 22:44:06,Maganja da Costa Airport,Conklin (Leismer) Airport,17588
GK1156,2021-09-26 23:12:58,2021-09-26 09:12:58,Beja Airport / Airbase,Bao'anying Airport,5864
1I1157,2023-09-23 16:14:06,2023-09-23 00:14:06,Syukuran Aminuddin Amir Airport,El Dorado Airport,16400
TI1158,2022-11-27 10:18:12,2022-11-27 00:18:12,Reconquista Airport,Charlottetown Airport,6932
H31159,2021-06-02 11:04:44,2021-06-02 00:04:44,Enua Airport,Chandigarh Airport,325
71160,2022-09-03 03:49:46,2022-09-02 07:49:46,Fort Severn Airport,Bryant Army Heliport,15483
Z41161,2023-10-23 23:30:43,2023-10-23 06:30:43,Margaret River Airport,Caye Chapel Airport,26513
KI1162,2021-10-14 16:19:05,2021-10-14 01:19:05,Alcides Fernández Airport,Timaru Airport,27501
AW1163,2023-09-09 04:00:22,2023-09-09 00:00:22,Eastern Sierra Regional Airport,Wittman Regional Airport,12722
OB1164,2020-07-03 12:34:45,2020-07-03 02:34:45,Redcliffe Airport,Merle K (Mudhole) Smith Airport,27896
R81165,2023-02-20 08:48:34,2023-02-19 11:48:34,Bou Saada Airport,Hattiesburg Bobby L Chain Municipal Airport,18784
V11166,2023-10-04 15:51:45,2023-10-03 15:51:45,Cachoeiro do Itapemirim Airport,El Bagre Airport,16546
5B1167,2023-03-16 08:47:45,2023-03-15 19:47:45,Independence Municipal Airport,Codrington Airport,13175
ZV1168,2020-02-14 02:38:11,2020-02-13 16:38:11,Turkmenabat Airport,Eaker Field,26495
Y11169,2022-07-25 22:26:34,2022-07-25 07:26:34,Omkalai Airport,Ikaria Airport,5560
ID1170,2023-01-14 08:38:13,2023-01-14 06:38:13,El Tor Airport,Hawke's Bay Airport,1002
AJ1171,2021-06-11 00:18:02,2021-06-10 08:18:02,Nancy-Essey Airport,Detroit Lakes Airport - Wething Field,10918
EE1172,2022-03-21 21:22:09,2022-03-21 00:22:09,Sumburgh Airport,San Domino Island Heliport,27890
Z51173,2020-10-14 18:22:10,2020-10-14 11:22:10,Wotho Island Airport,São Miguel do Araguaia Airport,17925
MD1174,2022-08-24 13:08:02,2022-08-24 07:08:02,Lerwick / Tingwall Airport,Thomasville Regional Airport,15379
9L1175,2022-06-04 04:46:45,2022-06-03 04:46:45,Philip S. W. Goldson International Airport,Jumandy Airport,6083
2F1176,2022-02-23 01:02:11,2022-02-23 00:02:11,St Cloud Regional Airport,Vangaindrano Airport,17298
3J1177,2023-06-24 23:53:40,2023-06-24 19:53:40,Nenana Municipal Airport,Il Caravaggio International Airport,12851
H11178,2021-11-20 05:47:55,2021-11-19 08:47:55,Frankfurt-Hahn Airport,Avenger Field,20526
GE1179,2021-12-20 16:55:55,2021-12-20 09:55:55,Raton Municipal-Crews Field,Kharkiv International Airport,2759
GP1180,2021-06-14 05:41:09,2021-06-13 21:41:09,Jwaneng Airport,Palo Verde Airport,23519
K91181,2021-12-19 13:40:17,2021-12-19 03:40:17,Santa Paula Airport,La Laguna Airport,15044
RK1182,2022-10-25 11:08:32,2022-10-25 01:08:32,Boang Airport,Kalmar Airport,19355
CD1183,2020-10-03 08:25:50,2020-10-02 23:25:50,Kipnuk Airport,Southwest Washington Regional Airport,14761
JW1184,2021-02-24 23:48:58,2021-02-24 15:48:58,Borroloola Airport,Telegraph Harbour Seaplane Base,27061
P91185,2020-04-06 07:36:01,2020-04-06 00:36:01,Chesterfield Inlet Airport,Donegal Airport,17172
K51186,2022-11-08 04:25:06,2022-11-07 22:25:06,Nenana Municipal Airport,Barrie-Orillia (Lake Simcoe Regional Airport),16618
OU1187,2023-01-17 17:57:12,2023-01-17 15:57:12,La Rochelle-Île de Ré Airport,Tripoli International Airport,17707
OP1188,2020-12-21 03:18:59,2020-12-20 23:18:59,Piarco International Airport,Hassi R'Mel Airport,26975
KP1189,2022-10-30 18:04:38,2022-10-30 07:04:38,Kisengam Airport,Pond Inlet Airport,10434
ZP1190,2021-01-20 13:15:04,2021-01-19 15:15:04,Margaret River (Station) Airport,Kake Seaplane Base,956
CH1191,2022-06-09 04:55:12,2022-06-08 04:55:12,Houari Boumediene Airport,Balgo Hill Airport,21668
6W1192,2021-08-09 14:33:34,2021-08-09 13:33:34,Pierre Van Ryneveld Airport,Fontanges Airport,26696
IJ1193,2022-04-03 14:03:49,2022-04-03 08:03:49,Tuktoyaktuk Airport,Fremont Municipal Airport,9692
I91194,2021-09-05 08:11:00,2021-09-04 17:11:00,Tri Cities Airport,Caye Caulker Airport,5642
NR1195,2023-02-24 21:33:26,2023-02-24 17:33:26,Medfra Airport,Windarra Airport,18060
U21196,2023-03-14 02:48:23,2023-03-13 03:48:23,Pleiku Airport,Nissan Island Airport,14643
M11197,2021-09-16 12:17:11,2021-09-16 03:17:11,Ofu Village Airport,El Naranjo Airport,25036
TU1198,2022-07-27 15:22:45,2022-07-27 06:22:45,Capital International Airport,Akunaq Heliport,18591
MV1199,2023-11-06 22:44:52,2023-11-06 07:44:52,Andøya Airport,Timişoara Traian Vuia Airport,8835
TP1200,2023-02-17 22:46:09,2023-02-17 11:46:09,Karlsruhe Baden-Baden Airport,Central Jersey Regional Airport,4874
K11201,2022-12-07 08:29:40,2022-12-06 21:29:40,Park Township Airport,Nyeri Airport,10439
QG1202,2023-08-28 19:44:45,2023-08-28 14:44:45,Foumban Nkounja Airport,Igarka Airport,7178
FI1203,2020-10-12 13:28:06,2020-10-11 23:28:06,Moose Lake Airport,Taliabu Island Airport,7725
QY1204,2021-03-03 00:47:10,2021-03-02 21:47:10,Campbeltown Airport,Nogales International Airport,24346
IJ1205,2021-08-03 07:18:12,2021-08-02 09:18:12,Marshfield Municipal Airport,Deering Airport,11041
XO1206,2023-04-09 22:34:33,2023-04-08 23:34:33,Hoy/Longhope Airfield,Mosteiros Airport,19547
7C1207,2022-09-20 14:48:21,2022-09-19 16:48:21,Stuttgart Municipal Airport / Carl Humphrey Field,Taylor Airport,8048
MD1208,2022-04-23 23:51:50,2022-04-23 03:51:50,Lauriston Airport,John Murtha Johnstown Cambria County Airport,7098
NO1209,2022-07-06 19:16:54,2022-07-05 22:16:54,Lipetsk Airport,Tancredo Neves International Airport,21607
OJ1210,2020-01-18 10:30:31,2020-01-17 10:30:31,Bemichi Airport,Bantry Aerodrome,20776
N91211,2023-07-07 06:28:23,2023-07-07 01:28:23,La Florida Airport,Dauphin Barker Airport,9419
V71212,2021-11-14 19:32:51,2021-11-14 17:32:51,Garden City Regional Airport,Örnsköldsvik Airport,8141
KH1213,2020-01-06 05:22:24,2020-01-06 03:22:24,Osijek Airport,Bitam Airport,22165
4Y1214,2022-07-07 09:24:48,2022-07-06 11:24:48,Turpan Jiaohe Airport,Benjamin Rivera Noriega Airport,15700
H61215,2020-03-18 08:31:16,2020-03-17 23:31:16,Sila Airport,Silver Creek Airport,19568
VZ1216,2023-05-17 11:28:03,2023-05-17 08:28:03,Evansville Regional Airport,Buttonville Municipal Airport,19689
241217,2021-02-16 18:29:31,2021-02-16 16:29:31,Shanghai Hongqiao International Airport,Hpapun Airport,21139
E81218,2023-04-04 09:37:30,2023-04-03 20:37:30,Dahlgren Naval Surface Warfare Center Airport,El Gora Airport,6301
VV1219,2022-03-13 03:24:52,2022-03-12 07:24:52,San Fernando Airport,Ames Municipal Airport,4363
U51220,2022-11-27 17:47:54,2022-11-27 06:47:54,Kooddoo Airport,St Johns Industrial Air Park,5671
AJ1221,2021-08-31 23:56:03,2021-08-31 00:56:03,Jacobina Airport,Siena-Ampugnano Airport,7428
A11222,2023-07-06 20:09:23,2023-07-06 18:09:23,Saidu Sharif Airport,St Thomas Municipal Airport,14240
JA1223,2023-03-08 02:16:20,2023-03-07 03:16:20,Turlatovo Airport,Ciudad Mante National Airport,4541
BG1224,2021-05-01 21:18:55,2021-05-01 07:18:55,Plettenberg Bay Airport,Enontekio Airport,6107
241225,2020-04-08 01:58:22,2020-04-07 01:58:22,Gwalior Airport,Sandnessjøen Airport (Stokka),7217
SW1226,2020-05-05 19:13:11,2020-05-05 05:13:11,Afton Municipal Airport,Masi Manimba Airport,9443
NK1227,2022-07-20 00:06:52,2022-07-19 23:06:52,Alton Downs Airport,Hyder Seaplane Base,5040
ZF1228,2021-08-31 06:30:11,2021-08-31 06:30:11,Hobart International Airport,Kokshetau Airport,11952
1I1229,2020-11-27 04:30:41,2020-11-26 08:30:41,Damascus International Airport,Susanville Municipal Airport,18749
NJ1230,2022-09-16 12:24:57,2022-09-16 02:24:57,Zaranj Airport,Trona Airport,11235
QO1231,2021-04-29 23:09:57,2021-04-29 07:09:57,Ajaccio-Napoléon Bonaparte Airport,Tezu Airport,18359
9P1232,2023-07-03 18:39:31,2023-07-03 11:39:31,Mojave Airport,Marshall Don Hunter Sr Airport,321
HU1233,2020-08-07 00:25:22,2020-08-06 16:25:22,Miramichi Airport,Bangor International Airport,5288
TW1234,2021-01-26 12:24:59,2021-01-25 17:24:59,Venâncio Aires Airport,Laucala Island Airport,14556
P71235,2021-01-13 19:08:03,2021-01-12 21:08:03,Doris Lake,Ahuas Airport,19539
N71236,2023-06-28 23:15:35,2023-06-28 09:15:35,Paradise Island Airport,Puerto Princesa Airport,25660
BN1237,2023-01-22 10:00:05,2023-01-22 01:00:05,Skiros Airport,Yaviza Airport,16177
OP1238,2022-12-29 11:57:14,2022-12-28 21:57:14,Venice Municipal Airport,North Battleford Airport,9267
PN1239,2023-01-12 01:22:36,2023-01-11 16:22:36,Manitoulin East Municipal Airport,King Khaled International Airport,24361
RU1240,2021-09-04 09:12:58,2021-09-03 17:12:58,Yoshkar-Ola Airport,Pago Pago International Airport,18765
DG1241,2021-05-23 07:40:41,2021-05-22 07:40:41,Laconia Municipal Airport,Rovaniemi Airport,3796
8D1242,2022-06-26 03:16:03,2022-06-26 02:16:03,Arawa Airport,Chelyabinsk Balandino Airport,11814
D91243,2023-05-05 04:11:26,2023-05-05 01:11:26,Lampang Airport,Riga International Airport,14815
JK1244,2020-12-15 07:54:23,2020-12-15 01:54:23,Chiloquin State Airport,Franklin Municipal-John Beverly Rose Airport,22565
6T1245,2021-12-08 01:06:40,2021-12-08 00:06:40,RAF West Malling,Huntsville Regional Airport,5301
Q51246,2020-11-05 22:38:08,2020-11-05 21:38:08,Perry Municipal Airport,Liuzhou Bailian Airport,10852
G11247,2022-10-30 17:46:50,2022-10-30 11:46:50,Inhambane Airport,Coronel FAP Alfredo Mendivil Duarte Airport,17679
CX1248,2023-03-02 17:12:59,2023-03-01 17:12:59,Tengchong Tuofeng Airport,Campo Grande Airport,12470
HK1249,2022-02-07 13:01:41,2022-02-07 03:01:41,Kasigluk Airport,Astoria Regional Airport,210
SL1250,2021-11-12 22:56:08,2021-11-12 12:56:08,Summit Airport,Ceres Airport,25911
2R1251,2021-06-22 08:19:48,2021-06-21 18:19:48,Raleigh Durham International Airport,Jamnagar Airport,12273
I61252,2022-05-22 02:47:06,2022-05-21 19:47:06,Bandeirantes Airport,Neerlerit Inaat Airport,21683
KJ1253,2023-09-25 13:38:29,2023-09-25 13:38:29,Queen Alia International Airport,Nicosia International Airport,4612
ZH1254,2023-08-26 09:13:23,2023-08-26 01:13:23,Dongji Aiport,Bulgan Sum Airport,14600
PL1255,2020-01-05 10:05:23,2020-01-05 07:05:23,Regina Airport,Mineral Wells Airport,5001
L51256,2022-04-16 20:51:46,2022-04-15 22:51:46,José Leonardo Chirinos Airport,Rurutu Airport,21223
RE1257,2022-12-27 05:16:00,2022-12-26 18:16:00,Big Bay Seaplane Base,Bob Sikes Airport,12248
HM1258,2023-02-02 17:02:46,2023-02-01 22:02:46,Natitingou Airport,Prado Airport,7899
OO1259,2020-12-26 19:01:49,2020-12-25 20:01:49,RAF Fairford,Leh Kushok Bakula Rimpochee Airport,6478
J71260,2023-03-27 04:05:25,2023-03-26 16:05:25,Preah Vinhear Airport,Greater Rochester International Airport,14926
L51261,2021-02-01 14:15:07,2021-02-01 12:15:07,Salluit Airport,St. Theresa Point Airport,17635
WN1262,2023-06-02 05:12:53,2023-06-01 20:12:53,Kruger Mpumalanga International Airport,Tshipise Airport,12221
H61263,2022-04-21 18:31:39,2022-04-21 07:31:39,Sines Airport,Cotulla-La Salle County Airport,25125
TT1264,2022-01-12 18:54:43,2022-01-12 10:54:43,Roy Otten Memorial Airfield,Namorik Atoll Airport,14100
BQ1265,2022-02-23 19:57:11,2022-02-22 19:57:11,Quthing Airport,Kakhnovka Airfield,6439
GO1266,2021-05-13 14:38:22,2021-05-12 23:38:22,Tampere-Pirkkala Airport,Southeast Texas Regional Airport,21818
VD1267,2022-04-27 16:59:50,2022-04-27 00:59:50,Kunsan Air Base,Panjgur Airport,26195
GX1268,2022-08-21 16:28:26,2022-08-20 23:28:26,Lake City Gateway Airport,Albury Airport,8219
QO1269,2022-09-15 22:35:40,2022-09-15 00:35:40,Sayaboury Airport,Bandundu Airport,8917
BW1270,2023-11-21 01:38:30,2023-11-20 05:38:30,Ponta Pelada Airport,Leon Airport,11500
9P1271,2022-04-02 20:38:14,2022-04-01 23:38:14,Westfield-Barnes Regional Airport,Nyingchi Airport,20887
ZE1272,2020-09-24 07:27:34,2020-09-24 04:27:34,Yuanmou Air Base,Mukah Airport,7882
OG1273,2022-01-15 22:27:04,2022-01-14 22:27:04,Shaw River Airport,Pindiu Airport,19677
H51274,2020-04-22 01:55:43,2020-04-21 06:55:43,Southeast Texas Regional Airport,Windarling Airport,5828
OD1275,2021-01-16 08:41:39,2021-01-15 12:41:39,Tianshui Maijishan Airport,Gustavus Airport,7462
0M1276,2021-02-24 11:29:53,2021-02-24 00:29:53,Matagorda Island Air Force Base,Tobago-Crown Point Airport,19733
8A1277,2022-09-02 20:42:17,2022-09-02 01:42:17,Julius Nyerere International Airport,Gifu Airport,22961
CW1278,2021-07-28 18:32:38,2021-07-28 05:32:38,Nyngan Airport,Simara Airport,11246
SF1279,2023-01-18 09:35:21,2023-01-17 13:35:21,Senggo Airport,Warwick Airport,19174
TL1280,2021-08-16 15:47:54,2021-08-15 21:47:54,Barkley Regional Airport,Kiunga Airport,8726
L31281,2020-09-28 13:08:19,2020-09-27 21:08:19,Kirkuk Air Base,Varrelbusch Airport,13032
5A1282,2020-07-27 21:30:26,2020-07-27 13:30:26,Capital International Airport,Henbury Airport,7072
AN1283,2021-01-16 05:36:46,2021-01-15 12:36:46,Nueva Hesperides International Airport,Cluny Airport,20431
ZC1284,2022-04-30 23:34:45,2022-04-30 02:34:45,Morristown Municipal Airport,Halifax County Airport,10382
F41285,2021-05-06 23:42:03,2021-05-06 23:42:03,Suceava Stefan cel Mare Airport,Maroantsetra Airport,16750
BW1286,2023-08-18 19:54:53,2023-08-18 03:54:53,Haivaro Airport,Passikudah Helipad,25706
I71287,2022-07-11 14:16:48,2022-07-11 14:16:48,Helenvale Airport,Blubber Bay Seaplane Base,2367
6V1288,2022-08-18 02:36:44,2022-08-17 06:36:44,Hooker County Airport,Carlisle Airport,25211
6D1289,2021-06-11 12:21:20,2021-06-10 13:21:20,Elkhart Municipal Airport,Eastland Municipal Airport,1241
I61290,2020-02-20 20:24:00,2020-02-20 08:24:00,Bogorodskoye Airport,Western Neb. Rgnl/William B. Heilig Airport,8905
YD1291,2022-07-25 10:51:32,2022-07-24 19:51:32,Menongue Airport,Key Lake Airport,665
ED1292,2020-12-04 09:54:55,2020-12-04 05:54:55,Aribinda Airport,Mulia Airport,7582
G81293,2021-02-27 03:48:18,2021-02-26 14:48:18,Tongoa Airport,Gaziantep International Airport,15746
TK1294,2020-10-08 23:43:12,2020-10-08 08:43:12,Mae Sot Airport,Kaélé Airport,746
JL1295,2022-10-13 23:08:11,2022-10-13 08:08:11,Capitán Av. German Quiroga G. Airport,Rughenda Airfield,381
I51296,2021-03-27 00:53:56,2021-03-26 10:53:56,Olympic Dam Airport,Sebring Regional Airport,21735
6V1297,2020-07-24 16:53:39,2020-07-24 16:53:39,Moises Benzaquen Rengifo Airport,Palm Beach International Airport,4594
MY1298,2023-06-21 20:56:20,2023-06-21 04:56:20,Takaroa Airport,Rivne International Airport,22277
WK1299,2021-04-17 11:00:21,2021-04-16 13:00:21,Kissimmee Gateway Airport,Ilimanaq Heliport,27275
C91300,2021-05-28 01:54:00,2021-05-27 09:54:00,Chu Lai International Airport,Lüliang Airport,5987
7G1301,2022-11-06 05:52:20,2022-11-05 22:52:20,Baicheng Chang'an Airport,Nhon Co Airfield,9698
QW1302,2022-04-29 04:31:37,2022-04-28 13:31:37,Heihe Airport,Marigot Seaplane Base,22902
